issue_id,source_group_id,revision,title,creator,year,date,repository,source_url,status
benjaminrobertha02hayduoft,table-talk,rev2,Benjamin Robert Haydon : correspondence and table-talk ; with a memoir by his son Frederic Wordsworth Haydon,"['Haydon, Benjamin Robert, 1786-1846', 'Haydon, Frederic Wordsworth, 1827-1886']",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminrobertha02hayduoft,issue_candidate
benjaminroberth03haydgoog,table-talk,rev2,Benjamin Robert Haydon: correspondence and table-talk,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminroberth03haydgoog,issue_candidate
benjaminroberth05haydgoog,table-talk,rev2,Correspondence and table-talk,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminroberth05haydgoog,issue_candidate
benjaminrobertha01hayduoft,table-talk,rev2,Benjamin Robert Haydon : correspondence and table-talk ; with a memoir by his son Frederic Wordsworth Haydon,"['Haydon, Benjamin Robert, 1786-1846', 'Haydon, Frederic Wordsworth, 1827-1886']",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminrobertha01hayduoft,issue_candidate
dmartinluthersti1877luth,table-talk,rev2,"D. Martin Luther's Tischreden oder Colloquia; so er in vielen Jahren gegen gelahrten Leuten, auch fremden Gästen und seinen Tischgesellen geführet, in Auswahl für das deutsche Volk","Luther, Martin, 1483-1546",1877,1877-01-01T00:00:00Z,Internet Archive,https://archive.org/details/dmartinluthersti1877luth,issue_candidate
tabletalk00alcogoog,table-talk,rev2,Table-talk [microform],"Alcott, Amos Bronson, 1799-1888",1877,1877-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalk00alcogoog,issue_candidate
correspondenceta01hayd,table-talk,rev2,Correspondence and table-talk;,"['Haydon, Benjamin Robert, 1786-1846', 'Haydon, Frederic Wordsworth, 1827-1886']",1877,1877-01-01T00:00:00Z,Internet Archive,https://archive.org/details/correspondenceta01hayd,issue_candidate
benjaminrobertha00hayd,table-talk,rev2,Benjamin Robert Haydon: correspondence and table-talk,"['Haydon, Benjamin Robert, 1786-1846', 'Haydon, Frederick Wordsworth, 1827-1886']",1877,1877-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminrobertha00hayd,issue_candidate
tabletalkofmarti0000luth,table-talk,rev2,The table talk of Martin Luther;,"Luther, Martin, 1483-1546",1878,1878-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkofmarti0000luth,issue_candidate
tabletalkessayso00hazlrich,table-talk,rev2,Table talk : essays on men and manners,"['Hazlitt, William, 1778-1830', 'Hazlitt, William Carew, 1834-1913']",1878,1878-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkessayso00hazlrich,issue_candidate
towhichtabletalk00huntrich,table-talk,rev2,Table-talk. To which are added Imaginary conversations of Pope and Swift,"Hunt, Leigh, 1784-1859",1879,1879-01-01T00:00:00Z,Internet Archive,https://archive.org/details/towhichtabletalk00huntrich,issue_candidate
cardessaysclaysd00caveuoft,table-talk,rev2,"Card essays, Clay's decisions, and card-table talk","""Cavendish"", pseud",1879,1879-01-01T00:00:00Z,Internet Archive,https://archive.org/details/cardessaysclaysd00caveuoft,issue_candidate
tabletalktowhich01hunt,table-talk,rev2,Table talk. To which are added imaginary conversations of Pope and Swift,"Hunt, Leigh, 1784-1859",1879,1879-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalktowhich01hunt,issue_candidate
tabletalktowhic01huntgoog,table-talk,rev2,Table-talk: To which are Added Imaginary Conversations of Pope and Swift,Leigh Hunt,1879,1879-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalktowhic01huntgoog,issue_candidate
cardessaysclaysd00jone,table-talk,rev2,"Card essays, Clay's decision, and card table talk","Jones, Henry. [from old catalog]",1879,1879-01-01T00:00:00Z,Internet Archive,https://archive.org/details/cardessaysclaysd00jone,issue_candidate
cardessaysclaysd00cave,table-talk,rev2,Card essays ; Clay's decisions ; and Card-table talk,"Cavendish, 1831-1899",1880,1880-01-01T00:00:00Z,Internet Archive,https://archive.org/details/cardessaysclaysd00cave,issue_candidate
TheEuropeanDelin000109771v0Reyk,delineator,rev2,The European Delineator,,1815,,Internet Archive,https://archive.org/details/TheEuropeanDelin000109771v0Reyk,issue_candidate
collectionofcata00unse,delineator,rev2,"Collection of catalogs of paintings exhibited at the Royal Academy of Arts,1769-1781, as published in the magazine Library of the fine arts, 1831-1832, and related items.",,1831,1831-01-01T00:00:00Z,Internet Archive,https://archive.org/details/collectionofcata00unse,issue_candidate
yhm-spe-ban-bro-min-010,delineator,rev2,"Unprecedented combinations of comic talent, for four nights only! : bone squash! the happy man! Virginny mummy! / Mr. T. D. Rice the original great delineator of Negro character, and Mr. Barney Williams the celebrated Irish comedian, who, during the last fortnight, attracted crowded houses ; both on the same evening ; on Monday evening, Nov. 12, 1849",,1849,1849-11-12T00:00:00Z,Internet Archive,https://archive.org/details/yhm-spe-ban-bro-min-010,issue_candidate
excelsiororsimpl00call,delineator,rev2,"The excelsior, or simplified delineator;","Callendine, George V. [from old catalog]",1851,1851-01-01T00:00:00Z,Internet Archive,https://archive.org/details/excelsiororsimpl00call,issue_candidate
lifeatsouthbein00smitgoog,delineator,rev2,"Life at the South, or, ""Uncle Tom's cabin"" as it is : being narratives, scenes, and incidents in the real ""life of the lowly""","Smith, W. L. G. (William L. G.), 1814-1878",1852,1852-01-01T00:00:00Z,Internet Archive,https://archive.org/details/lifeatsouthbein00smitgoog,issue_candidate
lifeatsouthorun01smitgoog,delineator,rev2,"Life at the South, or, ""Uncle Tom's cabin"" as it is : being narratives, scenes, and incidents in the real ""life of the lowly""","Smith, W. L. G. (William L. G.), 1814-1878",1852,1852-01-01T00:00:00Z,Internet Archive,https://archive.org/details/lifeatsouthorun01smitgoog,issue_candidate
dyesdelineator1855john,delineator,rev2,Dye's Bank Note Plate Delineator,"Dye, John S.",1855,1855-01-01T00:00:00Z,Internet Archive,https://archive.org/details/dyesdelineator1855john,issue_candidate
phrenologicaldel00butl_1,delineator,rev2,The phrenological delineator. A compendium of phrenology;,"Butler, David P. [from old catalog]",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/phrenologicaldel00butl_1,issue_candidate
hodgesbanknotede1856hodg,delineator,rev2,Hodges' New Bank Note Plate Delineator,"Hodges, J. Tyler",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/hodgesbanknotede1856hodg,issue_candidate
phrenologicaldel00butl,delineator,rev2,"The phrenological delineator. A compendium of phrenology; including recent discoveries in relation to the brain, temperaments, and other conditions of body which affect mentality. Together with a chart of the phrenological developments","Butler, David P",1858,1858-01-01T00:00:00Z,Internet Archive,https://archive.org/details/phrenologicaldel00butl,issue_candidate
phrenologicaldel00butl_0,delineator,rev2,The phrenological delineator. A compendium of phrenology;,"Butler, David P. [from old catalog]",1859,1859-01-01T00:00:00Z,Internet Archive,https://archive.org/details/phrenologicaldel00butl_0,issue_candidate
rodeymaguirescom00newy,delineator,rev2,"Rodey Maguire's comic variety songster : a collection of comic and eccentric songs as sung by the celebrated comic vocalist and delineator, Rodey Maguire",,1864,1864-01-01T00:00:00Z,Internet Archive,https://archive.org/details/rodeymaguirescom00newy,issue_candidate
practicalphrenol00fowl,delineator,rev2,"The practical phrenologist and recorder and delineator of the character and talents of [blank], as marked by [blank] : a compendium of phreno-organic science","['Fowler, O. S. (Orson Squire), 1809-1887', 'Harry Houdini Collection (Library of Congress) DLC']",1869,1869-01-01T00:00:00Z,Internet Archive,https://archive.org/details/practicalphrenol00fowl,issue_candidate
delineatorvol3838unse,delineator,rev2,"The delineator, vol. 38",,1873,1873-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineatorvol3838unse,issue_candidate
delineatorvol5353unse,delineator,rev2,"The delineator, vol. 53",,1873,1873-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineatorvol5353unse,issue_candidate
delineatorvol2424unse,delineator,rev2,"The delineator, vol. 24",,1873,1873-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineatorvol2424unse,issue_candidate
delineator11olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1878,1878-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator11olou,issue_candidate
delineator12olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1878,1878-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator12olou,issue_candidate
delineator21olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1883,1883-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator21olou,issue_candidate
delineator23olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1884,1884-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator23olou,issue_candidate
gospeldelineator0000grha,delineator,rev2,The Gospel Delineator and Survey,G.R. Hand,1886,1886-01-01T00:00:00Z,Internet Archive,https://archive.org/details/gospeldelineator0000grha,issue_candidate
delineator28olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1886,1886-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator28olou,issue_candidate
gospeldelineator00hand,delineator,rev2,The gospel delineator and survey,"Hand, G. R. [from old catalog]",1886,1886-01-01T00:00:00Z,Internet Archive,https://archive.org/details/gospeldelineator00hand,issue_candidate
jstor-25581184,delineator,rev2,A French Delineator of Animals,"de Lostalot, Alfred",1888,1888-09-01T00:00:00Z,Internet Archive,https://archive.org/details/jstor-25581184,issue_candidate
sociallife0000long,delineator,rev2,Social life,"Longstreet, Abby Buchanan",1889,1889-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sociallife0000long,issue_candidate
delineator36olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1890,1890-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator36olou,issue_candidate
ybxc6wq23g0c,delineator,rev2,The Delineator October 1890,Butterick Publishing Company,1890,1890-10-01T00:00:00Z,Internet Archive,https://archive.org/details/ybxc6wq23g0c,issue_candidate
amcdowellsameric00mcdo,delineator,rev2,A. McDowell's American scientific pantaloon delineator ..,"McDowell, A. [from old catalog]",1891,1891-01-01T00:00:00Z,Internet Archive,https://archive.org/details/amcdowellsameric00mcdo,issue_candidate
delineator37olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1891,1891-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator37olou,issue_candidate
delineator38olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1891,1891-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator38olou,issue_candidate
delineator40olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1892,1892-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator40olou,issue_candidate
delineator39olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1892,1892-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator39olou,issue_candidate
delineator41olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1893,1893-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator41olou,issue_candidate
delineator42olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1893,1893-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator42olou,issue_candidate
MJA_1893101301,delineator,rev2,The times (1893-10-13),,1893,1893-10-13T00:00:00Z,Internet Archive,https://archive.org/details/MJA_1893101301,issue_candidate
2008-21-01,delineator,rev2,"The Delineator, November 1893 Vol. 42 No. 5",Butterick Publishing Co.,1893,1893-11-01T00:00:00Z,Internet Archive,https://archive.org/details/2008-21-01,issue_candidate
jstor-25581819,delineator,rev2,A Delineator of Life,"Wenzell, Albert B.",1893,1893-04-01T00:00:00Z,Internet Archive,https://archive.org/details/jstor-25581819,issue_candidate
haddockholtsdeli00hadd,delineator,rev2,Haddock & Holt's delineator,"['Haddock, Allen. [from old catalog]', 'Holt, Charles P., [from old catalog] joint author']",1893,1893-01-01T00:00:00Z,Internet Archive,https://archive.org/details/haddockholtsdeli00hadd,issue_candidate
haddockholtsdel00hadd,delineator,rev2,Haddock & Holt's delineator,"['Haddock, Allen. [from old catalog]', 'Holt, Charles P., [from old catalog] joint author']",1894,1894-01-01T00:00:00Z,Internet Archive,https://archive.org/details/haddockholtsdel00hadd,issue_candidate
delineator43olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1894,1894-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator43olou,issue_candidate
MJT_1894042701,delineator,rev2,Moose Jaw times (1894-04-27),,1894,1894-04-27T00:00:00Z,Internet Archive,https://archive.org/details/MJT_1894042701,issue_candidate
ladies-standard-magazine-1894-june,delineator,rev2,The Designer - June 1894 [Ladies Standard Magazine],Standard Fashion Company,1894,1894-06-01T00:00:00Z,Internet Archive,https://archive.org/details/ladies-standard-magazine-1894-june,issue_candidate
delineator44olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1894,1894-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator44olou,issue_candidate
MJT_1894022301,delineator,rev2,Moose Jaw times (1894-02-23),,1894,1894-02-23T00:00:00Z,Internet Archive,https://archive.org/details/MJT_1894022301,issue_candidate
MJT_1894040601,delineator,rev2,Moose Jaw times (1894-04-06),,1894,1894-04-06T00:00:00Z,Internet Archive,https://archive.org/details/MJT_1894040601,issue_candidate
MJT_1894012601,delineator,rev2,Moose Jaw times (1894-01-26),,1894,1894-01-26T00:00:00Z,Internet Archive,https://archive.org/details/MJT_1894012601,issue_candidate
QPP_1895092601,delineator,rev2,Qu'Appelle progress (1895-09-26),,1895,1895-09-26T00:00:00Z,Internet Archive,https://archive.org/details/QPP_1895092601,issue_candidate
delineator45olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1895,1895-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator45olou,issue_candidate
ladies-standard-magazine-1895-aug_202405,delineator,rev2,The Designer - August 1895 [Ladies Standard Magazine],Standard Fashion Company,1895,1895-08-01T00:00:00Z,Internet Archive,https://archive.org/details/ladies-standard-magazine-1895-aug_202405,issue_candidate
delineator46olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1895,1895-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator46olou,issue_candidate
1895-november-standard-delineator,delineator,rev2,The Designer - November 1895 [Standard Delineator],Standard Fashion Company,1895,1895-11-01T00:00:00Z,Internet Archive,https://archive.org/details/1895-november-standard-delineator,issue_candidate
MJT_1895021501,delineator,rev2,Moose Jaw times (1895-02-15),,1895,1895-02-15T00:00:00Z,Internet Archive,https://archive.org/details/MJT_1895021501,issue_candidate
SAT_1895102201,delineator,rev2,The Saskatchewan times (1895-10-22),,1895,1895-10-22T00:00:00Z,Internet Archive,https://archive.org/details/SAT_1895102201,issue_candidate
MJT_1895031501,delineator,rev2,Moose Jaw times (1895-03-15),,1895,1895-03-15T00:00:00Z,Internet Archive,https://archive.org/details/MJT_1895031501,issue_candidate
ladies-standard-magazine-1895-june,delineator,rev2,The Designer - June 1895 [Ladies Standard Magazine],"Standard Fashion Company,",1895,1895-06-01T00:00:00Z,Internet Archive,https://archive.org/details/ladies-standard-magazine-1895-june,issue_candidate
MJT_1895110801,delineator,rev2,Moose Jaw times (1895-11-08),,1895,1895-11-08T00:00:00Z,Internet Archive,https://archive.org/details/MJT_1895110801,issue_candidate
MJT_1895120601,delineator,rev2,Moose Jaw times (1895-12-06),,1895,1895-12-06T00:00:00Z,Internet Archive,https://archive.org/details/MJT_1895120601,issue_candidate
delineator48olou,delineator,rev2,The Delineator,"O'Loughlin, Robert S.",1896,1896-01-01T00:00:00Z,Internet Archive,https://archive.org/details/delineator48olou,issue_candidate
